,屋内気温,屋内気温,屋内気温,屋内気温,屋内気温,屋内湿度,屋内湿度,屋内湿度,屋内湿度,屋内湿度,屋内CO2濃度,屋内CO2濃度,屋内CO2濃度,屋内CO2濃度,屋内CO2濃度,屋内絶対湿度,屋内絶対湿度,屋内絶対湿度,屋内絶対湿度,屋内絶対湿度,カーテン２,カーテン２,カーテン２,カーテン２,カーテン２,屋内飽差,屋内飽差,屋内飽差,屋内飽差,屋内飽差
DateTime,InAirTemp-2-0-0,InAirTemp-2-0-0,InAirTemp-2-0-0,InAirTemp-2-0-0,InAirTemp-2-0-0,InAirHumid-2-0-0,InAirHumid-2-0-0,InAirHumid-2-0-0,InAirHumid-2-0-0,InAirHumid-2-0-0,InCO2Dens-2-0-0,InCO2Dens-2-0-0,InCO2Dens-2-0-0,InCO2Dens-2-0-0,InCO2Dens-2-0-0,InAirHumidSH.mIA-2-0-0,InAirHumidSH.mIA-2-0-0,InAirHumidSH.mIA-2-0-0,InAirHumidSH.mIA-2-0-0,InAirHumidSH.mIA-2-0-0,opr_Ctn.aMC-2-1-2,opr_Ctn.aMC-2-1-2,opr_Ctn.aMC-2-1-2,opr_Ctn.aMC-2-1-2,opr_Ctn.aMC-2-1-2,InAirSatuDef.mIA-2-0-0,InAirSatuDef.mIA-2-0-0,InAirSatuDef.mIA-2-0-0,InAirSatuDef.mIA-2-0-0,InAirSatuDef.mIA-2-0-0
日時,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差,瞬時,最大,最小,平均,較差
2020/7/1 11:00,28.5,28.5,0,28.5,28.5,75,75,74,74.154,1,560,562,559,560.37,3,18.6,18.6,18.4,18.437,0.2,100,100,100,100,0,6.2,6.4,6.2,6.363,0.2
2020/7/1 11:05,28.2,28.5,0,28.375,28.5,75,75,75,75,0,560,561,560,560.333,1,18.3,18.6,18.3,18.478,0.3,100,100,100,100,0,6.1,6.2,6.1,6.133,0.1
2020/7/1 11:10,27.9,28.2,0,28.063,28.2,77,77,75,76.407,2,565,566,560,563.185,6,18.4,18.7,18.3,18.459,0.4,100,100,100,100,0,5.5,6.1,5.5,5.674,0.6
2020/7/1 11:15,27.8,28,0,27.881,28,78,78,77,77,1,565,566,560,562.741,6,18.6,18.6,18.3,18.389,0.3,100,100,100,100,0,5.2,5.5,5.2,5.467,0.3
2020/7/1 11:20,27.8,27.8,0,27.8,27.8,78,78,78,78,0,565,566,561,563.259,5,18.6,18.6,18.6,18.6,0,100,100,100,100,0,5.2,5.2,5.2,5.2,0
2020/7/1 11:25,27.1,27.9,0,26.431,27.9,79,79,77,77.808,2,565,566,560,562.593,6,18,18.7,17.8,18.181,0.9,100,100,100,100,0,4.8,5.4,4.8,5.148,0.6
2020/7/1 11:30,27,27.1,0,26.044,27.1,80,80,79,79.556,1,565,570,565,565.704,5,18.1,18.2,17.9,18.056,0.3,100,100,100,100,0,4.5,4.8,4.5,4.626,0.3
2020/7/1 11:35,26.7,27,0,26.763,27,81,81,80,80.556,1,565,566,565,565.333,1,18,18.1,17.8,17.963,0.3,100,100,100,100,0,4.2,4.5,4.2,4.307,0.3
2020/7/1 11:40,26.7,26.7,0,26.7,26.7,81,81,81,81,0,563,566,563,565.037,3,18,18,18,18,0,100,100,100,100,0,4.2,4.2,4.2,4.2,0
2020/7/1 11:45,26.8,26.8,0,26.763,26.8,80,81,80,80.37,1,565,566,561,562.926,5,17.9,18.1,17.8,17.922,0.3,100,100,100,100,0,4.4,4.4,4.2,4.341,0.2
2020/7/1 11:50,26.8,26.8,0,26.748,26.8,81,81,80,80.222,1,561,566,560,562.778,6,18.1,18.1,17.8,17.911,0.3,100,100,100,100,0,4.2,4.4,4.2,4.341,0.2
2020/7/1 11:55,27.4,27.4,0,26.174,27.4,79,81,79,79.481,2,560,563,560,560.926,3,18.3,18.4,17.9,18.196,0.5,100,100,100,100,0,4.8,4.8,4.2,4.656,0.6
2020/7/1 12:00,27.7,27.7,0,27.563,27.7,79,79,78,78.889,1,560,562,560,560.667,2,18.7,18.7,18.3,18.504,0.4,100,100,100,100,0,4.9,5.2,4.8,4.944,0.4
2020/7/1 12:05,28,28,0,27.896,28,78,79,78,78.037,1,560,561,560,560.593,1,18.8,18.9,18.4,18.678,0.5,100,100,100,100,0,5.3,5.3,4.9,5.215,0.4
2020/7/1 12:10,28.1,28.1,0,28.073,28.1,78,78,77,77.923,1,560,561,560,560.5,1,18.9,18.9,18.7,18.869,0.2,100,100,100,100,0,5.3,5.5,5.3,5.308,0.2
2020/7/1 12:15,28.2,28.2,0,28.107,28.2,77,78,77,77.407,1,561,563,560,560.704,3,18.8,19,18.7,18.8,0.3,100,100,100,100,0,5.6,5.6,5.3,5.419,0.3
2020/7/1 12:20,28.1,28.2,0,28.037,28.2,78,78,77,77.741,1,561,561,560,560.444,1,18.9,18.9,18.5,18.796,0.4,100,100,100,100,0,5.3,5.6,5.3,5.35,0.3
2020/7/1 12:25,28.2,28.2,0,28.133,28.2,77,78,77,77.815,1,560,562,560,560.741,2,18.8,19,18.7,18.881,0.3,100,100,100,100,0,5.6,5.6,5.3,5.341,0.3
2020/7/1 12:30,28.1,28.2,0,28.152,28.2,78,78,77,77.63,1,561,561,560,560.63,1,18.9,19,18.7,18.879,0.3,100,100,100,100,0,5.3,5.6,5.3,5.404,0.3
2020/7/1 12:35,26.9,28.1,0,27.526,28.1,80,80,77,78.037,3,565,566,560,562.074,6,18,18.9,17.9,18.242,1,100,100,100,100,0,4.5,5.5,4.5,5.112,1
2020/7/1 12:40,26.7,26.9,0,26.822,26.9,81,81,80,80.667,1,566,568,565,565.815,3,18,18.2,18,18.041,0.2,100,100,100,100,0,4.2,4.5,4.2,4.322,0.3
2020/7/1 12:45,26.8,26.8,0,25.767,26.8,80,81,80,80.593,1,565,570,565,565.593,5,17.9,18.1,17.8,17.989,0.3,100,100,100,100,0,4.4,4.4,4.2,4.267,0.2
2020/7/1 12:50,26.8,26.8,0,26.8,26.8,80,80,80,80,0,565,567,565,565.111,2,17.9,17.9,17.9,17.9,0,100,100,100,100,0,4.4,4.4,4.4,4.4,0
2020/7/1 12:55,26.9,26.9,0,26.889,26.9,79,80,79,79.444,1,556,565,556,563.185,9,17.8,18,17.8,17.881,0.2,100,100,100,100,0,4.7,4.7,4.4,4.589,0.3
2020/7/1 13:00,27.1,27.1,0,26.959,27.1,79,79,78,78.926,1,560,566,555,563.778,11,18,18,17.7,17.848,0.3,100,100,100,100,0,4.8,5,4.7,4.719,0.3
2020/7/1 13:05,27.4,27.4,0,27.226,27.4,78,79,78,78.037,1,560,566,560,561.692,6,18.1,18.1,17.8,17.933,0.3,100,100,100,100,0,5.1,5.1,4.8,4.993,0.3
2020/7/1 13:10,27.5,27.9,0,26.652,27.9,76,78,75,76.444,3,560,565,560,561.148,5,17.8,18.4,17.6,18.052,0.8,100,100,100,100,0,5.6,6,5.1,5.519,0.9
2020/7/1 13:15,27.6,27.7,0,27.622,27.7,77,77,76,76.444,1,561,565,560,560.926,5,18.1,18.2,17.8,18.022,0.4,100,100,100,100,0,5.4,5.6,5.3,5.496,0.3
2020/7/1 13:20,27.3,27.6,0,26.415,27.6,77,77,77,77,0,561,565,560,561.519,5,17.8,18.1,17.8,17.974,0.3,100,100,100,100,0,5.3,5.4,5.3,5.307,0.1
2020/7/1 13:25,27.5,27.5,0,27.364,27.5,77,78,77,77.107,1,565,566,560,561.963,6,18,18.1,17.8,17.878,0.3,100,100,100,100,0,5.3,5.3,5,5.278,0.3
2020/7/1 13:30,27.7,28,0,27.815,28,76,77,75,76,2,561,565,560,560.889,5,18,18.4,17.7,18.1,0.7,100,100,100,100,0,5.6,6,5.3,5.663,0.7
2020/7/1 13:35,27.7,27.7,0,27.674,27.7,76,76,76,76,0,560,566,560,561.222,6,18,18,17.9,17.978,0.1,100,100,100,100,0,5.6,5.6,5.6,5.6,0
2020/7/1 13:40,27.6,27.7,0,27.648,27.7,77,77,76,76,1,561,562,560,560.519,2,18.1,18.1,17.9,17.948,0.2,100,100,100,100,0,5.4,5.6,5.4,5.6,0.2
2020/7/1 13:45,27.3,27.6,0,27.389,27.6,78,78,77,77.741,1,565,565,560,561.556,5,18,18.1,17.9,18.03,0.2,100,100,100,100,0,5,5.4,5,5.115,0.4
2020/7/1 13:50,27.2,27.3,0,27.241,27.3,78,78,78,78,0,561,566,560,563.222,6,17.9,18,17.9,17.941,0.1,100,100,100,100,0,5,5,5,5,0
2020/7/1 13:55,27.2,27.3,0,27.248,27.3,79,79,78,78.296,1,565,566,560,562.481,6,18.1,18.2,17.9,18,0.3,100,100,100,100,0,4.8,5,4.8,4.948,0.2
2020/7/1 14:00,27.9,27.9,0,26.433,27.9,78,79,78,78.667,1,561,566,561,562.074,5,18.7,18.7,18.1,18.33,0.6,100,100,100,100,0,5.2,5.2,4.8,4.937,0.4
2020/7/1 14:05,28.5,28.5,0,28.2,28.5,77,78,77,77.37,1,561,561,556,560,5,19.1,19.1,18.7,18.867,0.4,100,100,100,100,0,5.7,5.7,5.2,5.489,0.5
2020/7/1 14:10,28.7,28.7,0,27.556,28.7,76,77,76,76,1,560,565,560,560.926,5,19.1,19.1,18.9,19.026,0.2,100,100,100,100,0,6,6,5.7,5.989,0.3
2020/7/1 14:15,27.6,28.7,0,28.093,28.7,78,78,75,76.185,3,561,562,560,560.444,2,18.3,19.1,18.2,18.419,0.9,100,100,100,100,0,5.1,6.2,5.1,5.73,1.1
2020/7/1 14:20,27.2,27.6,0,27.363,27.6,79,79,78,78.444,1,565,566,560,562.407,6,18.1,18.3,18,18.148,0.3,100,100,100,100,0,4.8,5.1,4.8,4.963,0.3
2020/7/1 14:25,26.8,27.2,0,26.952,27.2,81,81,79,80.37,2,566,568,565,565.741,3,18.1,18.4,18,18.122,0.4,100,100,100,100,0,4.2,4.8,4.2,4.389,0.6
2020/7/1 14:30,26.7,26.8,0,25.8,26.8,81,81,80,81,1,567,570,562,565.222,8,18,18.1,17.9,18.089,0.2,100,100,100,100,0,4.2,4.4,4.2,4.2,0.2
2020/7/1 14:35,26.8,26.8,0,26.7,26.8,80,81,80,80.667,1,565,567,565,565.333,2,17.9,18,17.8,17.952,0.2,100,100,100,100,0,4.4,4.4,4.2,4.252,0.2
2020/7/1 14:40,27.2,27.2,0,26.996,27.2,79,80,79,79.667,1,562,566,561,564.519,5,18.1,18.2,17.9,18.022,0.3,100,100,100,100,0,4.8,4.8,4.4,4.593,0.4
2020/7/1 14:45,27.3,27.3,0,27.289,27.3,78,79,78,78.148,1,560,565,560,561.704,5,18,18.2,18,18.019,0.2,100,100,100,100,0,5,5,4.8,4.97,0.2
2020/7/1 14:50,27.3,27.3,0,27.293,27.3,78,78,78,78,0,560,563,560,560.889,3,18,18,17.9,17.993,0.1,100,100,100,100,0,5,5,5,5,0
2020/7/1 14:55,27.3,27.4,0,27.356,27.4,78,78,78,78,0,561,563,560,560.815,3,18,18.1,18,18.059,0.1,100,100,100,100,0,5,5.1,5,5.059,0.1
2020/7/1 15:00,27.1,27.3,0,27.137,27.3,79,79,78,78.148,1,565,566,560,562.556,6,18,18,17.8,17.87,0.2,100,100,100,100,0,4.8,5,4.8,4.963,0.2
2020/7/1 15:05,26.9,27.1,0,27.019,27.1,79,79,78,78.926,1,565,566,561,563.519,5,17.8,18,17.7,17.9,0.3,100,100,100,100,0,4.7,5,4.7,4.744,0.3
2020/7/1 15:10,26.8,26.9,0,26.896,26.9,80,80,79,79.074,1,565,566,563,564.926,3,17.9,18,17.7,17.811,0.3,100,100,100,100,0,4.4,4.7,4.4,4.681,0.3
2020/7/1 15:15,27.1,27.1,0,26.922,27.1,78,80,78,79,2,561,566,560,563.148,6,17.8,18,17.7,17.819,0.3,100,100,100,100,0,5,5,4.4,4.707,0.6
2020/7/1 15:20,27.3,27.3,0,27.163,27.3,77,79,77,77.889,2,561,565,560,561.556,5,17.8,18,17.8,17.841,0.2,100,100,100,100,0,5.3,5.3,4.8,5.033,0.5
2020/7/1 15:25,27.9,27.9,0,26.548,27.9,76,77,76,76.481,1,560,562,560,560.704,2,18.2,18.2,17.8,17.974,0.4,100,100,100,100,0,5.7,5.7,5.3,5.47,0.4
2020/7/1 15:30,27.9,27.9,0,27.881,27.9,75,76,75,75.037,1,560,562,560,560.519,2,18,18.2,17.8,17.963,0.4,100,100,100,100,0,6,6,5.7,5.967,0.3
2020/7/1 15:35,27.9,27.9,0,27.841,27.9,75,75,74,74.815,1,559,561,559,559.926,2,18,18,17.6,17.83,0.4,100,100,100,100,0,6,6.2,5.9,6.004,0.3
2020/7/1 15:40,27.7,27.9,0,27.737,27.9,75,75,75,75,0,565,565,559,560.704,6,17.7,18,17.7,17.746,0.3,83,100,83,97.111,17,5.9,6,5.9,5.908,0.1
2020/7/1 15:45,27.6,27.8,0,27.67,27.8,75,75,75,75,0,561,566,560,561.111,6,17.6,17.8,17.6,17.667,0.2,35,83,35,59.222,48,5.8,5.9,5.8,5.867,0.1
2020/7/1 15:50,27.7,27.7,0,26.607,27.7,75,76,75,75.259,1,561,565,560,561.407,5,17.7,17.9,17.6,17.704,0.3,10,35,10,16.63,25,5.9,5.9,5.6,5.779,0.3
2020/7/1 15:55,27.7,27.7,0,27.7,27.7,76,76,75,75.704,1,561,562,560,560.704,2,18,18,17.7,17.922,0.3,10,10,10,10,0,5.6,5.9,5.6,5.678,0.3
2020/7/1 16:00,27.5,27.7,0,27.641,27.7,76,76,76,76,0,561,562,560,560.852,2,17.8,18,17.8,17.941,0.2,10,10,10,10,0,5.6,5.6,5.6,5.6,0
2020/7/1 16:05,27.4,27.5,0,27.481,27.5,76,76,76,76,0,565,566,560,562.333,6,17.6,17.8,17.6,17.763,0.2,10,10,10,10,0,5.5,5.6,5.5,5.581,0.1
2020/7/1 16:10,27.2,27.4,0,26.293,27.4,77,77,76,76.259,1,565,566,560,562.519,6,17.7,17.8,17.5,17.593,0.3,10,10,10,10,0,5.2,5.5,5.2,5.415,0.3
2020/7/1 16:15,27.1,27.2,0,26.178,27.2,77,77,77,77,0,565,566,563,564.963,3,17.6,17.7,17.6,17.685,0.1,10,10,10,10,0,5.2,5.2,5.2,5.2,0
2020/7/1 16:20,26.9,27.1,0,26.978,27.1,78,78,77,77.481,1,565,567,560,564.111,7,17.6,17.7,17.4,17.53,0.3,10,10,10,10,0,4.9,5.2,4.9,5.044,0.3
2020/7/1 16:25,26.9,26.9,0,26.9,26.9,78,78,78,78,0,563,566,563,564.778,3,17.6,17.6,17.6,17.6,0,10,10,10,10,0,4.9,4.9,4.9,4.9,0
2020/7/1 16:30,26.9,26.9,0,26.9,26.9,78,78,78,78,0,565,567,563,565.074,4,17.6,17.6,17.6,17.6,0,10,10,10,10,0,4.9,4.9,4.9,4.9,0
2020/7/1 16:35,26.9,26.9,0,26.893,26.9,78,78,78,78,0,561,566,560,564,6,17.6,17.6,17.5,17.593,0.1,10,10,10,10,0,4.9,4.9,4.9,4.9,0
2020/7/1 16:40,26.9,26.9,0,26.9,26.9,78,78,77,77.963,1,565,566,560,564.259,6,17.6,17.6,17.3,17.589,0.3,10,10,10,10,0,4.9,5.1,4.9,4.907,0.2
2020/7/1 16:45,27,27,0,26.915,27,78,78,78,78,0,561,566,560,562.852,6,17.7,17.7,17.6,17.615,0.1,10,10,10,10,0,4.9,4.9,4.9,4.9,0
2020/7/1 16:50,27.2,27.2,0,26.059,27.2,77,78,77,77.111,1,562,565,560,561.519,5,17.7,17.7,17.4,17.531,0.3,10,10,10,10,0,5.2,5.2,4.9,5.165,0.3
2020/7/1 16:55,27.6,27.6,0,26.441,27.6,74,77,74,75.333,3,560,566,560,561.704,6,17.4,17.8,17.4,17.53,0.4,10,10,10,10,0,6.1,6.1,5.2,5.704,0.9
2020/7/1 17:00,27.5,27.7,0,27.637,27.7,74,74,74,74,0,561,561,560,560.444,1,17.3,17.5,17.3,17.441,0.2,10,10,10,10,0,6,6.1,6,6.085,0.1
2020/7/1 17:05,27.3,27.5,0,27.426,27.5,75,75,74,74.815,1,561,562,560,561,2,17.3,17.5,17.3,17.385,0.2,10,10,10,10,0,5.7,6,5.7,5.844,0.3
2020/7/1 17:10,27.2,27.3,0,27.259,27.3,75,76,75,75.074,1,561,566,560,561.481,6,17.2,17.5,17.2,17.278,0.3,10,10,10,10,0,5.7,5.7,5.5,5.685,0.2
2020/7/1 17:15,27,27.2,0,26.104,27.2,76,76,75,75.815,1,565,565,560,561.593,5,17.2,17.4,17.2,17.27,0.2,10,10,10,10,0,5.4,5.7,5.4,5.478,0.3
2020/7/1 17:20,26.9,27,0,25.956,27,76,76,76,76,0,565,566,563,565.074,3,17.1,17.2,17.1,17.159,0.1,10,10,10,10,0,5.4,5.4,5.4,5.4,0
2020/7/1 17:25,26.7,26.9,0,25.767,26.9,77,77,76,76.63,1,565,566,562,564.593,4,17.1,17.2,17,17.085,0.2,10,10,10,10,0,5.1,5.4,5.1,5.189,0.3
2020/7/1 17:30,26.6,26.7,0,25.633,26.7,78,78,77,77.519,1,565,566,565,565.296,1,17.2,17.2,17,17.119,0.2,10,10,10,10,0,4.8,5.1,4.8,4.956,0.3
2020/7/1 17:35,26.4,26.6,0,25.522,26.6,79,79,78,78.148,1,566,566,565,565.481,1,17.3,17.4,17,17.156,0.4,10,10,10,10,0,4.6,4.8,4.6,4.77,0.2
2020/7/1 17:40,26.3,26.4,0,25.378,26.4,80,80,78,79,2,566,567,565,565.37,2,17.4,17.4,17,17.248,0.4,10,10,10,10,0,4.3,4.8,4.3,4.556,0.5
2020/7/1 17:45,26.1,26.3,0,26.216,26.3,80,80,79,79.96,1,566,566,565,565.36,1,17.2,17.4,17.2,17.315,0.2,10,10,10,10,0,4.3,4.5,4.3,4.3,0.2
2020/7/1 17:50,26,26.1,0,25.13,26.1,81,81,80,80.852,1,568,568,565,565.63,3,17.3,17.4,17.2,17.367,0.2,10,10,10,10,0,4,4.3,4,4.033,0.3
2020/7/1 17:55,25.9,26,0,25.007,26,81,81,81,81,0,566,571,565,566.778,6,17.2,17.3,17.1,17.256,0.2,10,10,10,10,0,4,4,4,4,0
2020/7/1 18:00,25.9,25.9,0,25.893,25.9,81,81,81,81,0,565,566,565,565.296,1,17.2,17.2,17.1,17.193,0.1,10,10,10,10,0,4,4,4,4,0
2020/7/1 18:05,25.7,25.9,0,25.807,25.9,81,81,81,81,0,566,566,565,565.63,1,17,17.2,17,17.107,0.2,10,10,10,10,0,3.9,4,3.9,3.996,0.1
2020/7/1 18:10,25.7,25.8,0,25.73,25.8,82,82,81,81.148,1,566,570,565,566.037,5,17.2,17.3,17,17.07,0.3,10,10,10,10,0,3.7,4,3.7,3.911,0.3
2020/7/1 18:15,25.6,25.7,0,24.726,25.7,82,82,81,82,1,566,570,565,566.037,5,17.1,17.2,17,17.189,0.2,10,10,10,10,0,3.7,3.9,3.7,3.7,0.2
2020/7/1 18:20,25.6,25.7,0,25.596,25.7,83,83,82,82.111,1,566,566,565,565.778,1,17.3,17.3,17,17.111,0.3,10,10,10,10,0,3.5,3.7,3.5,3.67,0.2
2020/7/1 18:25,25.5,25.6,0,25.511,25.6,83,83,82,82.815,1,568,570,565,565.963,5,17.2,17.3,17,17.167,0.3,10,10,10,10,0,3.5,3.7,3.5,3.537,0.2
2020/7/1 18:30,25.4,25.5,0,25.474,25.5,84,84,83,83.111,1,566,571,565,566.815,6,17.3,17.3,17.1,17.181,0.2,10,10,10,10,0,3.2,3.5,3.2,3.467,0.3
2020/7/1 18:35,25.4,25.4,0,25.381,25.4,84,84,84,84,0,565,571,565,566.704,6,17.3,17.3,17.2,17.285,0.1,10,10,10,10,0,3.2,3.2,3.2,3.2,0
2020/7/1 18:40,25.3,25.4,0,25.307,25.4,84,84,84,84,0,566,570,565,567.333,5,17.2,17.3,17.2,17.211,0.1,10,10,10,10,0,3.2,3.2,3.2,3.2,0
2020/7/1 18:45,25.3,25.3,0,25.278,25.3,85,85,84,84.519,1,566,566,565,565.296,1,17.4,17.4,17,17.274,0.4,10,10,10,10,0,3,3.2,3,3.089,0.2
2020/7/1 18:50,25.2,25.3,0,25.226,25.3,85,85,85,85,0,565,566,565,565.444,1,17.3,17.4,17.3,17.319,0.1,10,10,10,10,0,3,3,3,3,0
2020/7/1 18:55,25.2,25.3,0,25.2,25.3,85,85,85,85,0,565,567,565,565.148,2,17.3,17.4,17.3,17.3,0.1,10,10,10,10,0,3,3,3,3,0
2020/7/1 19:00,25.2,25.3,0,25.2,25.3,85,85,85,85,0,565,567,565,565.444,2,17.3,17.4,17.3,17.304,0.1,10,10,10,10,0,3,3,3,3,0
2020/7/1 19:05,25.2,25.2,0,25.2,25.2,85,85,85,85,0,565,566,562,564.519,4,17.3,17.3,17.1,17.3,0.2,10,10,10,10,0,3,3,3,3,0
2020/7/1 19:10,25.2,25.3,0,24.267,25.3,85,85,85,85,0,565,566,563,565.037,3,17.3,17.4,17.3,17.3,0.1,10,10,10,10,0,3,3,3,3,0
2020/7/1 19:15,25.2,25.3,0,24.267,25.3,85,85,85,85,0,565,567,565,565.333,2,17.3,17.4,17.3,17.3,0.1,10,10,10,10,0,3,3,3,3,0
2020/7/1 19:20,25.2,25.2,0,24.267,25.2,86,86,85,85.407,1,566,566,563,565.074,3,17.5,17.5,17.3,17.389,0.2,10,10,10,10,0,2.8,3,2.8,2.911,0.2
2020/7/1 19:25,25.1,25.2,0,24.244,25.2,86,86,86,86,0,565,566,565,565.444,1,17.3,17.5,17.3,17.456,0.2,10,10,10,10,0,2.8,2.8,2.8,2.8,0
2020/7/1 19:30,25.1,25.2,0,25.141,25.2,87,87,86,86.407,1,566,566,565,565.259,1,17.5,17.7,17.3,17.441,0.4,10,10,10,10,0,2.6,2.8,2.6,2.719,0.2
2020/7/1 19:35,25,25.1,0,25.041,25.1,88,88,87,87.63,1,565,567,565,565.481,2,17.6,17.8,17.4,17.589,0.4,10,10,10,10,0,2.4,2.6,2.4,2.467,0.2
2020/7/1 19:40,24.8,25,0,23.996,25,89,89,88,88.778,1,566,566,565,565.519,1,17.6,17.8,17.5,17.681,0.3,10,10,10,10,0,2.1,2.4,2.1,2.178,0.3
2020/7/1 19:45,24.8,24.8,0,24.8,24.8,90,90,89,89.556,1,565,567,565,565.444,2,17.8,17.8,17.6,17.715,0.2,10,10,10,10,0,1.9,2.1,1.9,1.985,0.2
2020/7/1 19:50,24.7,24.8,0,24.715,24.8,90,90,90,90,0,568,568,565,565.852,3,17.7,17.8,17.7,17.718,0.1,10,10,10,10,0,1.9,1.9,1.9,1.9,0
2020/7/1 19:55,24.6,24.7,0,24.663,24.7,90,90,90,90,0,566,570,565,566.444,5,17.6,17.7,17.6,17.663,0.1,10,10,10,10,0,1.9,1.9,1.9,1.9,0
2020/7/1 20:00,24.6,24.6,0,24.6,24.6,91,91,90,90.593,1,565,571,565,566.519,6,17.8,17.8,17.6,17.719,0.2,10,10,10,10,0,1.7,1.9,1.7,1.781,0.2
2020/7/1 20:05,24.5,24.6,0,24.593,24.6,91,91,91,91,0,565,570,565,566.519,5,17.7,17.8,17.7,17.793,0.1,10,10,10,10,0,1.7,1.7,1.7,1.7,0
2020/7/1 20:10,24.5,24.5,0,24.5,24.5,92,92,91,91.593,1,565,570,565,566.148,5,17.9,17.9,17.7,17.819,0.2,10,10,10,10,0,1.5,1.7,1.5,1.581,0.2
2020/7/1 20:15,24.5,24.5,0,24.5,24.5,92,92,92,92,0,570,571,565,567.519,6,17.9,17.9,17.9,17.9,0,10,10,10,10,0,1.5,1.5,1.5,1.5,0
2020/7/1 20:20,24.4,24.5,0,23.544,24.5,92,92,92,92,0,566,571,565,567.444,6,17.8,17.9,17.8,17.85,0.1,10,10,10,10,0,1.5,1.5,1.5,1.5,0
2020/7/1 20:25,24.4,24.4,0,23.496,24.4,92,92,92,92,0,570,570,565,566.593,5,17.8,17.8,17.8,17.8,0,10,10,10,10,0,1.5,1.5,1.5,1.5,0
2020/7/1 20:30,24.3,24.4,0,23.47,24.4,92,92,92,92,0,566,570,565,566.593,5,17.7,17.8,17.7,17.777,0.1,10,10,10,10,0,1.5,1.5,1.5,1.5,0
2020/7/1 20:35,24.3,24.3,0,24.3,24.3,93,93,92,92.667,1,570,571,566,569.148,5,17.9,17.9,17.7,17.833,0.2,10,10,10,10,0,1.3,1.5,1.3,1.367,0.2
2020/7/1 20:40,24.3,24.3,0,24.3,24.3,93,93,93,93,0,566,571,565,569.481,6,17.9,17.9,17.9,17.9,0,10,10,10,10,0,1.3,1.3,1.3,1.3,0
2020/7/1 20:45,24.2,24.3,0,24.207,24.3,93,93,93,93,0,566,568,565,566.037,3,17.7,17.9,17.7,17.722,0.2,10,10,10,10,0,1.3,1.3,1.3,1.3,0
2020/7/1 20:50,24.1,24.2,0,24.185,24.2,94,94,93,93.926,1,570,571,566,568.222,5,17.8,17.9,17.7,17.867,0.2,10,10,10,10,0,1.1,1.3,1.1,1.122,0.2
2020/7/1 20:55,24.1,24.1,0,24.1,24.1,94,94,94,94,0,566,571,565,568.519,6,17.8,17.8,17.8,17.8,0,10,10,10,10,0,1.1,1.1,1.1,1.1,0
2020/7/1 21:00,24.1,24.1,0,24.1,24.1,95,95,94,94.815,1,570,571,565,568.889,6,18,18,17.8,17.956,0.2,10,10,10,10,0,0.9,1.1,0.9,0.944,0.2
2020/7/1 21:05,24.1,24.1,0,24.1,24.1,95,95,95,95,0,570,571,565,567.778,6,18,18,18,18,0,10,10,10,10,0,0.9,0.9,0.9,0.9,0
2020/7/1 21:10,24.1,24.1,0,24.1,24.1,95,95,95,95,0,567,571,565,567.926,6,18,18,18,18,0,10,10,10,10,0,0.9,0.9,0.9,0.9,0
2020/7/1 21:15,24.1,24.1,0,24.1,24.1,96,96,95,95.333,1,570,571,566,568.704,5,18.2,18.2,18,18.067,0.2,10,10,10,10,0,0.7,0.9,0.7,0.833,0.2
2020/7/1 21:20,24.1,24.1,0,23.207,24.1,96,96,96,96,0,570,570,565,568.037,5,18.2,18.2,18.2,18.2,0,10,10,10,10,0,0.7,0.7,0.7,0.7,0
2020/7/1 21:25,24.1,24.1,0,24.1,24.1,96,96,96,96,0,571,572,567,569.778,5,18.2,18.2,18.2,18.2,0,10,10,10,10,0,0.7,0.7,0.7,0.7,0
2020/7/1 21:30,24.1,24.1,0,24.1,24.1,96,96,96,96,0,566,571,566,569.407,5,18.2,18.2,18.2,18.2,0,10,10,10,10,0,0.7,0.7,0.7,0.7,0
2020/7/1 21:35,24.1,24.1,0,24.1,24.1,96,96,96,96,0,568,568,565,565.852,3,18.2,18.2,18.2,18.2,0,10,10,10,10,0,0.7,0.7,0.7,0.7,0
2020/7/1 21:40,24.1,24.1,0,23.207,24.1,96,96,96,96,0,565,568,565,565.704,3,18.2,18.2,18.2,18.2,0,10,10,10,10,0,0.7,0.7,0.7,0.7,0
2020/7/1 21:45,24.1,24.1,0,24.1,24.1,96,96,96,96,0,565,566,565,565.308,1,18.2,18.2,18.2,18.2,0,10,10,10,10,0,0.7,0.7,0.7,0.7,0
2020/7/1 21:50,24,24.1,0,24.015,24.1,96,96,96,96,0,565,566,563,565.037,3,18.1,18.2,18.1,18.119,0.1,10,10,10,10,0,0.7,0.7,0.7,0.7,0
2020/7/1 21:55,24,24,0,24,24,96,96,96,96,0,563,566,563,564.37,3,18.1,18.1,18.1,18.1,0,10,10,10,10,0,0.7,0.7,0.7,0.7,0
2020/7/1 22:00,24,24,0,24,24,96,96,96,96,0,560,567,560,564.63,7,18.1,18.1,18.1,18.1,0,10,10,10,10,0,0.7,0.7,0.7,0.7,0
